datasetid,recordid,record_timestamp,commune,obs_gestion,section,geo_point_2d,nom_voie,mot_directeur,pole,tm,observations,code_insee,carte_velo,longueur_m,type,obs_type,revetement,eclairage,geometry_type,geometry_coordinates,geo_shape_type,geo_shape_coordinates_1,geo_shape_coordinates_2,geo_shape_coordinates_3
reseau-cyclable-et-vert,98a84c0bf5b06c3ff1ced94cd681dff210f8bd27,2021-10-06 00:01:14.899+02:00,Colomiers,TM,,"(43.6222113255, 1.3011357407)",,,Ouest,oui,,31149,Reseau vert,1191,RV,reseau vert,,,Point,"(1.3011357407, 43.6222113255)",MultiLineString,"[(1.303213567686437, 43.62645665869812), (1.3028522929106972, 43.62633414882808), (1.302703716039113, 43.6261889784637), (1.302379388062667, 43.625662799290545), (1.302268242313082, 43.62531170918966), (1.302322909086252, 43.62508797139593), (1.302448992409327, 43.62487718704008), (1.302444740329718, 43.624746580071005), (1.302296185960585, 43.624600462287034), (1.302103788709812, 43.62435365307644), (1.302039454118437, 43.62408246718443), (1.302119239042669, 43.623987635258814), (1.302625037018136, 43.62358540967293), (1.302695208094281, 43.623444128760816), (1.302324945192382, 43.62308972785217), (1.301878109489766, 43.622569052312386), (1.301918783970783, 43.62232626299374), (1.301763237483364, 43.62220846636782), (1.301669799183126, 43.622264381023044), (1.301000565140857, 43.622403025348206), (1.300576718046009, 43.62175955378865), (1.300471704508215, 43.621581663948206), (1.300442307648223, 43.621549225840425), (1.30046311187781, 43.62095050640885), (1.30050194118602, 43.620438995248556), (1.300237117853435, 43.62016408286878), (1.299893176810518, 43.6200956495871), (1.299906627397315, 43.62007117304794), (1.299967253113792, 43.61987966097232), (1.299864669114093, 43.619712198706566), (1.299547362264446, 43.6193100191072), (1.2995326839702082, 43.61918026301753), (1.299573242650508, 43.618869351535466), (1.2995171335291071, 43.6188007151245), (1.299185138112609, 43.61872008929455), (1.298673363537635, 43.618642546452094), (1.2983056040585441, 43.618296668380424)]",,
reseau-cyclable-et-vert,3ede8f8174912be18eb24a2a4fa400e739fe4b63,2021-10-06 00:01:14.899+02:00,Quint-Fonsegrives,TM,,"(43.5780609314, 1.53628682707)",,,Est,oui,,31445,Reseau vert,2221,RV,reseau vert,,,Point,"(1.53628682707, 43.5780609314)",MultiLineString,"[(1.52367034682551, 43.5788649784315), (1.523766153502813, 43.57890161926635), (1.523855417748921, 43.57894105176468), (1.52419594669538, 43.57906933236056), (1.524392215175578, 43.57908777123833), (1.524669424470705, 43.57908692335461), (1.52499711596402, 43.57901074726498), (1.525318953011814, 43.57898278012484), (1.525679719379057, 43.57896266007544), (1.525977016583141, 43.57892032364234), (1.526304600936729, 43.57885171161544), (1.526574481065172, 43.57881579907859), (1.526850245288843, 43.57882628841684), (1.527244920718161, 43.57880072993741), (1.527650365626724, 43.57874875605384), (1.527966878410955, 43.578728311639004), (1.528244731907979, 43.57868015468911), (1.5284405516270212, 43.578635194211536), (1.528733550896899, 43.57862214878132), (1.528898480779145, 43.57864792471375), (1.529122287600414, 43.578746972174024), (1.5293038450834762, 43.57879462943928), (1.529772009411628, 43.57881972981686), (1.5300550088247782, 43.5788728374585), (1.5303860333853172, 43.57893480310791), (1.530882563767894, 43.578979969298075), (1.531494690301683, 43.57913949088783), (1.5317210413847482, 43.579243282740876), (1.531922908730834, 43.57932892238581), (1.532082551988836, 43.57936128102638), (1.5321994512908401, 43.579378195935185), (1.532327652441467, 43.579425467658815), (1.532426910784397, 43.57949618620799), (1.532507994229038, 43.579563935354486), (1.532599879131217, 43.57960243464726), (1.532741656509893, 43.57960817265521), (1.532893176263953, 43.579566673317956), (1.533112472725646, 43.579421582858686), (1.5333712565675142, 43.57924271261411), (1.533543855837453, 43.579182442022926), (1.533691294705759, 43.579154157385936), (1.533950749122442, 43.579119101811614), (1.534201679806088, 43.579040462035415), (1.534358839697729, 43.57896683308069), (1.534839232498904, 43.578760202316914), (1.535189233697528, 43.57866901616947), (1.535404098582354, 43.57865918533796), (1.5355573228284372, 43.57868486997083), (1.536029831455481, 43.57877431033075), (1.536766125683469, 43.57889494609065), (1.537419574380959, 43.57898187553231), (1.537801612353944, 43.579025258349866), (1.538192342607569, 43.57900247171357), (1.538528961091624, 43.57893861886508), (1.538909000527368, 43.57883911967741), (1.539263637172749, 43.578790528098985), (1.539505395248721, 43.578715597697176), (1.5399497044453612, 43.5784812526159), (1.540493578518725, 43.57819651765897), (1.541138257154469, 43.5778670749066), (1.541547294927541, 43.5776409907998), (1.541683270492261, 43.57759369344297), (1.541824029606115, 43.57757765268063), (1.54210822579197, 43.57754085844978), (1.542310736742241, 43.57748078306808), (1.542517163808598, 43.577322340586655), (1.543003927798663, 43.576926495230865), (1.543227300872155, 43.576765330453384), (1.5433936130693362, 43.576687024564755), (1.544035878659436, 43.57643891394939), (1.5450166455205312, 43.57608058143149), (1.54629477228088, 43.575573887689586), (1.546855079844261, 43.57532140315763), (1.547367655770827, 43.575135758848674), (1.548026303165631, 43.574827189579196), (1.548286528842889, 43.574731553703955), (1.5483737970153961, 43.57472553840461), (1.548523139583474, 43.57464994495228)]",,
reseau-cyclable-et-vert,81d223492d541073c8138ff50818125116559ca0,2021-10-06 00:01:14.899+02:00,Balma,TM,,"(43.6078013774, 1.50224707467)",,,Est,oui,,31044,Piste cyclable ou partagee,427,RC,piste cyclable,,,Point,"(1.50224707467, 43.6078013774)",MultiLineString,"[(1.501526929057235, 43.60595193728676), (1.5015906867990951, 43.60604796594056), (1.501668773014564, 43.60623682042272), (1.501725390774066, 43.60637821049758), (1.501813125378856, 43.60662200987162), (1.501883293155732, 43.606818375611205), (1.501998739180174, 43.607129555488164), (1.502038861487672, 43.60723960188968), (1.502109059827947, 43.60743407375779), (1.5022217702455092, 43.60775469360764), (1.502370831602865, 43.60817587093838), (1.502596657681032, 43.60878778393904), (1.502655846245807, 43.60893203156553), (1.5027317599259011, 43.609090593244886), (1.502829101176019, 43.609299457691584), (1.502988356561867, 43.609644072426704)]",,
reseau-cyclable-et-vert,beb972f047ba9d045a2b0e33f297eabeef8756d2,2021-10-06 00:01:14.899+02:00,Tournefeuille,TM,,"(43.5840599491, 1.3248221198199999)",,,Sud,oui,,31557,Piste cyclable ou partagee,192,RC,piste cyclable,,,Point,"(1.3248221198199999, 43.5840599491)",MultiLineString,"[(1.325058875410157, 43.584919415236016), (1.325029677494129, 43.584798993808214), (1.32477072833293, 43.58364143766187), (1.32472165923375, 43.583541653782184), (1.324678826563115, 43.58353464809431), (1.324616268428177, 43.583539765660376), (1.324512990055446, 43.583489643003425), (1.324518631019091, 43.58346414823508), (1.324491839830624, 43.58343173909534), (1.324461062086956, 43.58340497262763), (1.3243926779929671, 43.583369353170966)]",,
reseau-cyclable-et-vert,3d13b2e0deaa0a35a2a5cef6c6dbde689ac597bd,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Rte Albi - Premier V,"(43.6442974909, 1.47109245833)",CHEMIN BERNARD SARRETTE,SARRETTE,Nord,oui,,31555,Bande cyclable ou couloir bus,316,RC,bande a contresens,enrobe,,Point,"(1.47109245833, 43.6442974909)",MultiLineString,"[(1.4696112990467811, 43.64524651660595), (1.469873779758426, 43.6450842591691), (1.470460174152919, 43.64471786121982), (1.470701160629901, 43.64454088544369), (1.470909199041583, 43.64439014884103), (1.471537004158466, 43.64395215678332), (1.4718618770529899, 43.643739867903456), (1.472020736739808, 43.643655927427154), (1.472176643832092, 43.64359561982695), (1.472288866192498, 43.64358322971903), (1.472614381017612, 43.643597065375666), (1.472650386085941, 43.64359765243085)]",,
reseau-cyclable-et-vert,53db6ea2cfbce85187a622a47fd92ad2dc63eb60,2021-10-06 00:01:14.899+02:00,Toulouse,TM,CNES - Roche,"(43.5632603437, 1.4801266015399999)",AVENUE EDOUARD  BELIN,BELIN,Est,oui,,31555,Bande cyclable ou couloir bus,481,RC,bande cyclable,enrobé,,Point,"(1.4801266015399999, 43.5632603437)",MultiLineString,"[(1.478367203506759, 43.56485449040449), (1.478599431895125, 43.5646324745739), (1.478686751255609, 43.56462728326642), (1.478795779818574, 43.56462555022274), (1.478857821410313, 43.56458515598989), (1.48014225516006, 43.563248446160955), (1.480962618244433, 43.56233991644832), (1.4809563463321411, 43.56224156186674), (1.480963383255933, 43.56213387215197), (1.481013530561609, 43.56204576963315), (1.481115336772276, 43.561983706160646), (1.4812989974676851, 43.56196076119546), (1.481442338037556, 43.56198166596738), (1.481575388266217, 43.56206583746048), (1.4816815765192841, 43.56217818435142), (1.481654275145375, 43.562399731257806)]",,
reseau-cyclable-et-vert,8c7b9b2714d4e482c65a123910bb1139f6ac7348,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Rocade - Catalans,"(43.6062586119, 1.42021956274)",DIGUE GARONNE RIVE DROITE,DIGUE GARONNE,Centre,oui,,31555,Piste cyclable ou partagee,1381,RC,voie verte,enrobé,,Point,"(1.42021956274, 43.6062586119)",MultiLineString,"[(1.4128471926850161, 43.60945082945872), (1.413731181890865, 43.60895374766618), (1.416736218760017, 43.607274211672646), (1.4181022874150981, 43.60658232409994), (1.418950034242904, 43.606235342312786), (1.420184009196538, 43.605833767586304), (1.422844286020499, 43.6052213568608), (1.4246359395275712, 43.60478827949576), (1.4253220362568761, 43.6046216078206), (1.426049172143482, 43.6044949987822), (1.426805269978153, 43.60443295375719), (1.427817352923918, 43.60440418180893), (1.42783766011121, 43.60460965645675)]",,
reseau-cyclable-et-vert,a480cf00c953cd35ed3d3e42d709e097b3b30b14,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Verdon - Chaubet,"(43.6173029643, 1.4818489536000001)",VOIE VERTE DES ARGOULETS,ARGOULETS,Est,oui,,31555,Piste cyclable ou partagee,2318,RC,voie verte,enrobé,,Point,"(1.4818489536000001, 43.6173029643)",MultiLineString,"[(1.4775338555706932, 43.62666383763899), (1.477722631224646, 43.62666905414447), (1.477775347950712, 43.62635439349859), (1.477780304724887, 43.62628158045458), (1.477903455585253, 43.626231422607766), (1.478206112954513, 43.62610693547146), (1.478312509521806, 43.62604435150821), (1.478404945733139, 43.62595611649985), (1.478498640351896, 43.625871675303486), (1.4786134014257781, 43.625770363788234), (1.478702301779115, 43.62565655535557), (1.478838050209744, 43.62563582304636), (1.478974821152965, 43.62554413780321), (1.4790917513949051, 43.62538323631105), (1.479190214169921, 43.625238277795575), (1.479310104167841, 43.62505185232629), (1.479426502838768, 43.62483701664977), (1.479516859205582, 43.624348554638345), (1.4797507564716421, 43.62356882621629), (1.4798378340196732, 43.62330929925981), (1.480204133600254, 43.6228323840904), (1.480523776081696, 43.622248203565185), (1.481016785364698, 43.62110711781449), (1.4813739570768911, 43.61990161543024), (1.481800530434979, 43.61866824999077), (1.481933009301768, 43.618237817687984), (1.4822102888743611, 43.617243639969836), (1.48261751251873, 43.61590416129015), (1.4830255132682661, 43.614599693460256), (1.483343534155954, 43.61348566155561), (1.483912705119969, 43.611743403982025), (1.484105812706554, 43.61053003321878), (1.484134634424649, 43.609787543593626), (1.484102617403769, 43.60938519838394), (1.4839777074880152, 43.60855734602618), (1.483907865824142, 43.60797684495211), (1.483919560028559, 43.607157589228855), (1.483999779525962, 43.60691100166431)]",,
reseau-cyclable-et-vert,1470ad2271b0a5bf1ce6d786e9638256bff7e1cf,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Minimes - Chabanon,"(43.614563588, 1.45088155733)",RUE DU MAROC,MAROC,Est,oui,,31555,Bande cyclable ou couloir bus,72,RC,bande a contresens,enrobé,,Point,"(1.45088155733, 43.614563588)",MultiLineString,"[(1.450578617930197, 43.6143296849454), (1.450898075900974, 43.614564930660976), (1.451063095780702, 43.61470804204903), (1.451143475686985, 43.61478203034141), (1.451119515802773, 43.61481876282212)]",,
reseau-cyclable-et-vert,8c98c14fa79f08a7fae335846a1ad24bb5d6d797,2021-10-06 00:01:14.899+02:00,Toulouse,TM,rangueil - vanini,"(43.5772282125, 1.45626201192)",avenue bedouce,BEDOUCE,Est,oui,,31555,Bande cyclable ou couloir bus,540,RC,bande cyclable,enrobe,,Point,"(1.45626201192, 43.5772282125)",MultiLineString,"[(1.453861766798925, 43.57553291346809), (1.455892792141238, 43.57697265636164), (1.4577475787065342, 43.578279479828225), (1.458675414654635, 43.57890450111009)]",,
reseau-cyclable-et-vert,f0d054785e04da5119373701339d3d79839061c1,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Garcia-Lorca - Fenou,"(43.6383610722, 1.42298479107)",CHEMIN DE FONDEYRE,FONDEYRE,Nord,oui,,31555,Bande cyclable ou couloir bus,803,RC,bande cyclable,enrobé,,Point,"(1.42298479107, 43.6383610722)",MultiLineString,"[(1.4217522698398821, 43.63487754224398), (1.4222865296194431, 43.63861055725423), (1.4225104138800662, 43.63947334293559), (1.423571108658537, 43.639883054924724), (1.424319207784389, 43.64003289200313), (1.4258970737154382, 43.64018939802187)]",,
reseau-cyclable-et-vert,af35f7ecb377bcd93c11fbcd1eb607c2e91bd5f0,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Pont Garigliano_Av J,"(43.5798007227, 1.43962120391)",,MAIL EMPALOT,Centre,oui,,31555,Piste cyclable ou partagee,348,RC,voie verte,,,Point,"(1.43962120391, 43.5798007227)",MultiLineString,"[(1.440860989734684, 43.58058527107336), (1.440680348883258, 43.580654800698255), (1.440491130686375, 43.58060126627538), (1.440123676141598, 43.58071756904602), (1.439677392488282, 43.58001579034351), (1.439198900083186, 43.57929294094205), (1.438915370885175, 43.57884695943182), (1.438601529499663, 43.57842722731245)]",,
reseau-cyclable-et-vert,d297f221a6da7831d51098717a99f09965870e1e,2021-10-06 00:01:14.899+02:00,Mondonville,TM,,"(43.6495201141, 1.27418557859)",,,Ouest,oui,,31351,Reseau vert,4,RV,reseau vert,,,Point,"(1.27418557859, 43.6495201141)",MultiLineString,"[(1.2741786977638951, 43.64950396528013), (1.274192459422342, 43.64953626289914)]",,
reseau-cyclable-et-vert,5bd8b02af1e99f7843394a48d7ce87539f2990a9,2021-10-06 00:01:14.899+02:00,Tournefeuille,TM,,"(43.5865494326, 1.3182839366299999)",,,Sud,oui,,31557,Piste cyclable ou partagee,210,RC,piste cyclable,,,Point,"(1.3182839366299999, 43.5865494326)",MultiLineString,"[(1.317015421486013, 43.58634973645325), (1.317599606839723, 43.58644014939429), (1.318093021158151, 43.58651081878525), (1.319550474195369, 43.5867614049061)]",,
reseau-cyclable-et-vert,f4f4a5ea3f1a3861d4e2b436dd3489029c7182fc,2021-10-06 00:01:14.899+02:00,Colomiers,TM,,"(43.6170335795, 1.3137521700099999)",,,Ouest,oui,,31149,Piste cyclable ou partagee,269,RC,piste cyclable,,,Point,"(1.3137521700099999, 43.6170335795)",MultiLineString,"[(1.315303164705122, 43.61747289238219), (1.315064627139877, 43.61740924312535), (1.315000121407178, 43.61737365393529), (1.313206210079434, 43.616879656791355), (1.312489259198719, 43.616692461256065), (1.31219504952426, 43.616610324909686)]",,
reseau-cyclable-et-vert,6e747a4d09d3de9f35db2775174d14771e66305c,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Canon-d'Arcole - Vau,"(43.615879958, 1.4369466025)",BOULEVARD DE LA MARQUETTE,MARQUETTE,Centre,oui,,31555,Bande cyclable ou couloir bus,302,RC,bande cyclable,enrobé,,Point,"(1.4369466025, 43.615879958)",MultiLineString,"[(1.438763579588659, 43.61607401889531), (1.438638469199332, 43.61608059712078), (1.438273544071454, 43.61610041033463), (1.438063734983823, 43.61611010011215), (1.437790728420173, 43.61607954864197), (1.437507467839902, 43.61603756363137), (1.436686834239395, 43.61587966578149), (1.435598638237814, 43.615589066568134), (1.4351564834817832, 43.615468609269975)]",,
reseau-cyclable-et-vert,7140b7694cbeb3d64cb5a405326be5db638a0e11,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Passage Sous Le Pont,"(43.6018840355, 1.4273580422799999)",PONT DES CATALANS,CATALANS,Centre,oui,,31555,Piste cyclable ou partagee,58,RC,piste cyclable,enrobé,,Point,"(1.4273580422799999, 43.6018840355)",MultiLineString,"[(1.427646171042072, 43.60196273650003), (1.427567979789374, 43.601967785461945), (1.4275003405518532, 43.60196345699712), (1.427422367435321, 43.60195431566146), (1.427357648505923, 43.6019291971146), (1.4273150791670641, 43.6019033104129), (1.427268624210974, 43.6018764453805), (1.4272365685382962, 43.601844020125796), (1.427203235221947, 43.60180969057572), (1.427186989236785, 43.60176509313548), (1.427170673460177, 43.60172522459823), (1.427145315717063, 43.601680551777584)]",,
reseau-cyclable-et-vert,dfb9eb27215c28bc9a619c99cf0d6decdea1a70f,2021-10-06 00:01:14.899+02:00,Toulouse,TM,IUT - Roche,"(43.5674298897, 1.46740855688)",Av de Rangueil,RANGUEIL,Est,oui,,31555,Piste cyclable ou partagee,658,RC,piste cyclable,,,Point,"(1.46740855688, 43.5674298897)",MultiLineString,"[(1.469909882636887, 43.565224035641116), (1.469752093259334, 43.56524837306155), (1.4696120939569641, 43.56530217501634), (1.46944547990991, 43.56539645736514), (1.4693441727282899, 43.56547420854626), (1.468897294763458, 43.56596276789776), (1.468096408007985, 43.5668157038833), (1.468012000655976, 43.56698346635384), (1.467987381872156, 43.5670655912355), (1.467860983602809, 43.56716774703098), (1.4677530673090962, 43.567252070970596), (1.4674701225250741, 43.567292472823375), (1.46691826971457, 43.56783982392564), (1.466277597291876, 43.568499078057144), (1.465666047319691, 43.569123544808356), (1.464984802007193, 43.56979667124502)]",,
reseau-cyclable-et-vert,0213d6eb0d08f4c7a1a43bd889bbd0949e0786fe,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Ponts Jumeaux - Dayde,"(43.6132672967, 1.41981264774)",Bd de Suisse,SUISSE,Nord,oui,,31555,Bande cyclable ou couloir bus,432,RC,bande cyclable,,,Point,"(1.41981264774, 43.6132672967)",MultiLineString,"[(1.418723484307812, 43.61149021573547), (1.418780947730633, 43.61164868551396), (1.418930985257239, 43.61188454362002), (1.4209336915426212, 43.61502866387886)]",,
reseau-cyclable-et-vert,ccf15271734cb6f1b35eebf5b309b0a7e63f2241,2021-10-06 00:01:14.899+02:00,Toulouse,TM,embouchure - minimes,"(43.6162207941, 1.43708644881)",pont des minimes,MINIMES,Nord,oui,,31555,Piste cyclable ou partagee,402,RC,piste cyclable,,,Point,"(1.43708644881, 43.6162207941)",MultiLineString,"[(1.434744854422235, 43.61572986803812), (1.435073901932466, 43.61584413096369), (1.435337020185358, 43.61592569908928), (1.4357965772678671, 43.61602113054046), (1.436319664282734, 43.61613504053584), (1.436879193866964, 43.61625018442929), (1.437007730280341, 43.61627580351408), (1.437076223804911, 43.61631040893106), (1.43709256547888, 43.61634933082608), (1.437270645691971, 43.616371559287046), (1.43731661672269, 43.61634543294107), (1.437397288999466, 43.616349857742755), (1.43755185167393, 43.6163766309737), (1.437692235468233, 43.61639382838065), (1.437868906460702, 43.61642266798259), (1.438143562246137, 43.61643052506609), (1.438548356492181, 43.61644414156781), (1.43882846219106, 43.61643595467274), (1.439033207066084, 43.61641676249274), (1.4393568879740801, 43.616368236287954), (1.439315456413754, 43.61626572756151)]",,
