datasetid,recordid,record_timestamp,commune,obs_gestion,section,geo_point_2d,nom_voie,mot_directeur,pole,tm,observations,code_insee,carte_velo,longueur_m,type,obs_type,revetement,eclairage,geometry_type,geometry_coordinates,geo_shape_type,geo_shape_coordinates_1,geo_shape_coordinates_2,geo_shape_coordinates_3
reseau-cyclable-et-vert,4b9ffa3a327b460f5d2cd15fa86211b5f182f9e9,2021-10-06 00:01:14.899+02:00,Toulouse,,,"(43.6424551702, 1.41094360753)",,,Nord,oui,,31555,Reseau vert,1178,RV,reseau vert,,,Point,"(1.41094360753, 43.6424551702)",MultiLineString,"[(1.4144045999858301, 43.642058387635586), (1.4138335962088782, 43.643061399881496), (1.4136144059164661, 43.643062695195034), (1.413464239934189, 43.643598316638425), (1.412592836060406, 43.64362507448184), (1.412483211077691, 43.644195663158094), (1.410714010194201, 43.644124052263436), (1.41074778261699, 43.64373738562701), (1.4099134664954551, 43.64370441119355), (1.40978592609518, 43.643143469895904), (1.4096054215096991, 43.64279687021877), (1.4094045753911821, 43.64254892565559), (1.409199609214977, 43.64223210149977), (1.4090519676062812, 43.64176121152615), (1.40887306120608, 43.64112643644437), (1.408765186541776, 43.640720615970636), (1.408867101519537, 43.64044672408273), (1.409015253616426, 43.64021648290258), (1.409631099144506, 43.6393130427624), (1.410013871813107, 43.63871609991077)]",,
reseau-cyclable-et-vert,adc95c7c8af17e098ba35d68592d8df0a47686df,2021-10-06 00:01:14.899+02:00,Toulouse,TM,seysses - courties,"(43.5420267852, 1.38978950512)",che de la saudrune,SAUDRUNE,Sud,oui,,31555,Piste cyclable ou partagee,162,RC,voie verte,,,Point,"(1.38978950512, 43.5420267852)",MultiLineString,"[(1.389293604058783, 43.542656152798976), (1.389386650906911, 43.54248772181743), (1.389519040503168, 43.54228331570378), (1.3897464664247892, 43.54205874901266), (1.3902136997574899, 43.541588302980514), (1.390263259048968, 43.541500906498435), (1.390292260292894, 43.54140892734349)]",,
reseau-cyclable-et-vert,731acdeb7d5f1fc1958662b33b5d0413f6157492,2021-10-06 00:01:14.899+02:00,Cugnaux,TM,,"(43.5521953516, 1.33504055604)",,,Sud,oui,,31157,Bande cyclable ou couloir bus,878,RC,bande cyclable,,,Point,"(1.33504055604, 43.5521953516)",MultiLineString,"[(1.337186386501125, 43.54856982450695), (1.336929146889265, 43.549031718825965), (1.336727306001275, 43.549284079370786), (1.336446593967544, 43.5500458309489), (1.3361350160038201, 43.55060191780967), (1.336042945642503, 43.550821821019305), (1.335938565218885, 43.551072157888335), (1.335727981646033, 43.551499061822824), (1.335519555092102, 43.55184668592658), (1.335346739402413, 43.55208073125215), (1.3350737518932991, 43.552410727490965), (1.334524954766265, 43.553033110736095), (1.33402426110405, 43.55364505611315), (1.333762082403011, 43.55399885897639), (1.333441481215272, 43.554460346199924), (1.333148938596527, 43.55487492991544), (1.333012563454308, 43.55510532399757), (1.33296985647378, 43.555197929086525), (1.332930256668261, 43.55531701643051), (1.332745295364484, 43.55573342374609)]",,
reseau-cyclable-et-vert,71ae22fc5c8a3027a62816c6051411863420ab81,2021-10-06 00:01:14.899+02:00,Dremil-Lafage,,,"(43.5977134072, 1.60170404798)",,,Est,oui,,31163,Piste cyclable ou partagee,114,RC,voie verte,,,Point,"(1.60170404798, 43.5977134072)",MultiLineString,"[(1.601531233538652, 43.59819847803646), (1.60162354456494, 43.59805526646859), (1.601667586537518, 43.59792640171367), (1.601719379266414, 43.5977578145374), (1.60179171529821, 43.59758947764524), (1.6017930827253442, 43.59752977263428), (1.60176033348705, 43.5974646767621), (1.601748233161846, 43.59739485433172), (1.6017427614471451, 43.59733506658067), (1.601743901025699, 43.597285311500976), (1.601744926657177, 43.59724053138848), (1.601752563480054, 43.59720578754771)]",,
reseau-cyclable-et-vert,1904aa1f4829aa0def1e614b8de64775e3f26380,2021-10-06 00:01:14.899+02:00,Blagnac,,,"(43.6638396075, 1.39688861894)",,,Ouest,oui,,31069,Reseau vert,735,RV,reseau vert,,,Point,"(1.39688861894, 43.6638396075)",MultiLineString,"[(1.392780771018491, 43.663035316466654), (1.393243758408635, 43.66318330712029), (1.39374343133657, 43.66319024470956), (1.394139610214945, 43.663163843439264), (1.394398936388564, 43.663119589875755), (1.394686669656559, 43.66303984327657), (1.394923508527802, 43.66301521474695), (1.395086136677271, 43.66309722335385), (1.395258692895851, 43.663219243989026), (1.3954493010021491, 43.66328170193042), (1.395750042267749, 43.66333372437887), (1.3959184709514099, 43.66340384821213), (1.396047105766159, 43.66352525872201), (1.396202986081674, 43.66365502271372), (1.396343445933466, 43.66374469820705), (1.396578400233372, 43.66379181686369), (1.39675960681538, 43.66379432778346), (1.397100250130018, 43.663791073007516), (1.39729834517548, 43.66377786685889), (1.397346819123717, 43.66381442662316), (1.397588000372876, 43.66383371710307), (1.3979958339890342, 43.663990893717795), (1.398474010853963, 43.664188917026756), (1.399370607276629, 43.66456020838014), (1.400165178402304, 43.664842353421285), (1.400604509788639, 43.665055782542225), (1.400919120673878, 43.665207671980355)]",,
reseau-cyclable-et-vert,c26304a83c083c60f430b4be989b7744110055d6,2021-10-06 00:01:14.899+02:00,Toulouse,TM,,"(43.5838419159, 1.40058078963)",,SAINT SIMON,Sud,oui,,31555,Piste cyclable ou partagee,47,RC,voie verte,,,Point,"(1.40058078963, 43.5838419159)",MultiLineString,"[(1.400692328347073, 43.58403152973711), (1.400623430455084, 43.58390595272084), (1.400643447832726, 43.58383079962091), (1.4004058905974, 43.58370306979705)]",,
reseau-cyclable-et-vert,708c9371bf17ed44148f22528826f74cc07b0e5d,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Rd-Pt Roques - Rte B,"(43.6073173314, 1.37092180493)",RUE ALAIN-FOURNIER,ALAIN-FOURNIER,Ouest,oui,,31555,Piste cyclable ou partagee,436,RC,piste cyclable,enrobé,,Point,"(1.37092180493, 43.6073173314)",MultiLineString,"[(1.368982546176047, 43.60647676413256), (1.369102858752347, 43.606520188184966), (1.369201105746435, 43.60660755887503), (1.369310373937465, 43.606725178479984), (1.369385308111521, 43.60679932135963), (1.3695148195924691, 43.606934422861904), (1.36963278526792, 43.60705861419198), (1.369696010359685, 43.607128292117835), (1.369784147562636, 43.60715103124919), (1.369890260058789, 43.607165426415065), (1.370994392249178, 43.607028370122606), (1.3711362169350991, 43.607034666418784), (1.371262744716595, 43.607060095158914), (1.371380223405865, 43.607091845651325), (1.37147710805511, 43.60710691597164), (1.371584039193338, 43.60710331433784), (1.371714759939547, 43.607193290052905), (1.371709797455027, 43.607268455727805), (1.371865012333271, 43.60743830962999), (1.372239634225574, 43.608168078161654), (1.37233184373891, 43.60834389862672), (1.372348667680976, 43.6084310868702), (1.372382441170023, 43.608516526005104), (1.37243913433271, 43.60855390849017), (1.372513912935996, 43.60859995928089)]",,
reseau-cyclable-et-vert,7c6adfc697b6a3753ee9d6445fc3c584dbbafd68,2021-10-06 00:01:14.899+02:00,Tournefeuille,TM,,"(43.5856356671, 1.36187639513)",,,Sud,oui,,31557,Reseau vert,154,RV,reseau vert,,,Point,"(1.36187639513, 43.5856356671)",MultiLineString,"[(1.36235888633189, 43.58623905949908), (1.362240111157503, 43.58609990149901), (1.362081880814047, 43.58590552769644), (1.361937828262728, 43.58571979003998), (1.361802827774519, 43.585537914776275), (1.361702715279553, 43.585371478241434), (1.361499033574892, 43.585171035986605), (1.361373402903249, 43.58505263155193)]",,
reseau-cyclable-et-vert,b7efcbaf9b7ec2a58f86b3127ce11373c7904e53,2021-10-06 00:01:14.899+02:00,Colomiers,TM,,"(43.61032445, 1.33666739713)",,,Ouest,oui,,31149,Piste cyclable ou partagee,354,RC,piste cyclable,,,Point,"(1.33666739713, 43.61032445)",MultiLineString,"[(1.337078870277086, 43.61162886192884), (1.337146331908838, 43.611566065480936), (1.337211456787297, 43.61148716404174), (1.337259621570402, 43.61141000459382), (1.3372688431681201, 43.61132588060945), (1.33724256004811, 43.611184672166054), (1.337154334590055, 43.61108738742814), (1.33708885513319, 43.61103193334523), (1.336997191793611, 43.61098476301382), (1.3368648067779692, 43.61095899459677), (1.336692786903544, 43.61096693747169), (1.336666957978341, 43.61079829742722), (1.336622730484587, 43.61056231644769), (1.336440248198264, 43.609795276886246), (1.336177077542122, 43.608792879385625)]",,
reseau-cyclable-et-vert,1ca4696a5cd22822e4006e10bf9cb9178cfc0614,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Séjourné - Barcelone,"(43.6080655206, 1.42788948532)",PLACE HERACLES,HERACLES,Centre,oui,,31555,Bande cyclable ou couloir bus,212,RC,bande cyclable,enrobe,,Point,"(1.42788948532, 43.6080655206)",MultiLineString,"[(1.4282835805914371, 43.607485414479655), (1.428317203509748, 43.60806468971098), (1.428281080707871, 43.60835879205386), (1.426972422330883, 43.607955114498424)]",,
reseau-cyclable-et-vert,d5e190e2501c012e8b7e8e6d22e61ae4887f2248,2021-10-06 00:01:14.899+02:00,Colomiers,,,"(43.6117401835, 1.34291021637)",,,Ouest,oui,,31149,Piste cyclable ou partagee,33,RC,voie verte,,,Point,"(1.34291021637, 43.6117401835)",MultiLineString,"[(1.342806398747938, 43.61161784064074), (1.342915701201119, 43.611715430225274), (1.342984083721209, 43.611883639610156)]",,
reseau-cyclable-et-vert,85c210612ee073b82bb9f453bb1eeb54be64fe4a,2021-10-06 00:01:14.899+02:00,Colomiers,,,"(43.6247195803, 1.33569465497)",,,Ouest,oui,,31149,Piste cyclable ou partagee,139,RC,piste cyclable,,,Point,"(1.33569465497, 43.6247195803)",MultiLineString,"[(1.334882842415666, 43.62489888283598), (1.335019902890429, 43.62485516513411), (1.335172142701087, 43.62480801080326), (1.335325440302942, 43.624768181537), (1.335513628898424, 43.624740735828325), (1.335849204273535, 43.6247053570829), (1.336042272538165, 43.62468346147129), (1.33620037453012, 43.62465192667993), (1.33633549161418, 43.62458716042831), (1.3364888005626931, 43.624500725639585)]",,
reseau-cyclable-et-vert,b913d3693d93346f2396d71298624b062b0a508d,2021-10-06 00:01:14.899+02:00,Colomiers,,,"(43.6153268169, 1.31778414977)",,,Ouest,oui,,31149,Reseau vert,267,RV,reseau vert,,,Point,"(1.31778414977, 43.6153268169)",MultiLineString,"[(1.31625136807433, 43.61567997700575), (1.3165122884118952, 43.615477250368905), (1.317171022472297, 43.61539819942441), (1.317627614028511, 43.615397534445165), (1.31789390462168, 43.61531916522737), (1.31937110255288, 43.6150701552014)]",,
reseau-cyclable-et-vert,433f7c024d91cb15c4d54862fbb6e9e891136cdf,2021-10-06 00:01:14.899+02:00,Tournefeuille,,,"(43.5771523194, 1.36449842113)",,,Sud,oui,,0,Piste cyclable ou partagee,1079,RC,voie verte,,,Point,"(1.36449842113, 43.5771523194)",MultiLineString,"[(1.365485920321618, 43.57861635316057), (1.366417196790678, 43.5782932337012), (1.367283450298202, 43.57772245585499), (1.367760631334751, 43.57712881163879), (1.366402979663343, 43.577039257955796), (1.364890720664288, 43.575611296786136), (1.359909519932675, 43.57849651650186)]",,
reseau-cyclable-et-vert,a4f54cee85a09877e26c819407aa95d738a2f3e2,2021-10-06 00:01:14.899+02:00,Toulouse,TM,Palays - Revel,"(43.5650114048, 1.49001798346)",AVENUE DIDIER DAURAT,DAURAT,Est,oui,,31555,Bande cyclable ou couloir bus,235,RC,bande cyclable,enrobé,,Point,"(1.49001798346, 43.5650114048)",MultiLineString,"[(1.490980186057022, 43.56424563880109), (1.490178631136048, 43.56487128807895), (1.489393247551675, 43.565479442856066), (1.489225016074726, 43.56569011498778), (1.489202890280438, 43.56587444288801)]",,
reseau-cyclable-et-vert,3919d13df2ed0985005365f95bc761bbfae72f14,2021-10-06 00:01:14.899+02:00,Fenouillet,TM,,"(43.6877245711, 1.4037587369)",,,Nord,oui,0,31182,Piste cyclable ou partagee,272,RC,piste cyclable,,,Point,"(1.4037587369, 43.6877245711)",MultiLineString,"[(1.403304418676527, 43.68674547240263), (1.403427233274322, 43.68675004533032), (1.403488560936281, 43.68675520683496), (1.4035491815196122, 43.686787698095536), (1.40361109461115, 43.686846106343474), (1.403766367838198, 43.687049685229574), (1.403841927327624, 43.68719317361464), (1.403934676912111, 43.687361357806836), (1.403955373550315, 43.68747962896458), (1.403943832678647, 43.68761759882773), (1.4039074980926, 43.68771781748366), (1.4038443069706381, 43.68785939076428), (1.403780701181713, 43.6880167876672), (1.403721250492473, 43.6881670473123), (1.403673758802415, 43.688314592955734), (1.403686492072951, 43.688434192845435), (1.403756918332575, 43.68862221423698), (1.403806413513462, 43.68870059427449), (1.403843886530436, 43.68893564209898)]",,
reseau-cyclable-et-vert,80e17beed37146a25515002dd534f15037a691a3,2021-10-06 00:01:14.899+02:00,Balma,,,"(43.5938748786, 1.49626653769)",,,Est,oui,,31044,Piste cyclable ou partagee,11,RC,voie verte,,,Point,"(1.49626653769, 43.5938748786)",MultiLineString,"[(1.496302608558457, 43.593916839448646), (1.496230466824625, 43.593832917797776)]",,
reseau-cyclable-et-vert,07a2508a18ca578ffbea1a776790372b1b00bda9,2021-10-06 00:01:14.899+02:00,Toulouse,TM,sejourne - debat pon,"(43.6062740969, 1.42443483507)",rue des amidonniers,AMIDONNIERS,Centre,oui,,31555,Bande cyclable ou couloir bus,607,RC,velorue,enrobe,,Point,"(1.42443483507, 43.6062740969)",MultiLineString,"[(1.420721506305791, 43.60656377350068), (1.420941440172518, 43.60648607699134), (1.422081566087127, 43.60634580154249), (1.42260325542873, 43.606288514828144), (1.424480419408683, 43.606312164737915), (1.42553505901911, 43.606312139201265), (1.426104917311393, 43.606255224526066), (1.42691930328905, 43.606129311626646), (1.4276470773130812, 43.60604716562504), (1.428154628613738, 43.60597314769661)]",,
reseau-cyclable-et-vert,82a2f025ab71674102c09d5e758ac36d8eaecc8e,2021-10-06 00:01:14.899+02:00,!toulouse,,,"(43.6013963403, 1.45412965194)",RUE DE L ETOILE,ETOILE (RUE DE L ETOILE),Centre,oui,,31555,Bande cyclable ou couloir bus,337,RC,bande a contresens,,,Point,"(1.45412965194, 43.6013963403)",MultiLineString,"[(1.452085872987021, 43.601712489541974), (1.452807511129402, 43.60159891991152), (1.454086329536723, 43.601400739331815), (1.454730906860379, 43.60130357724872), (1.455157659967979, 43.60123405269254), (1.456175237086904, 43.60109248036247)]",,
reseau-cyclable-et-vert,65e7fbab4366ba636dded2f50ac7ac358b44540c,2021-10-06 00:01:14.899+02:00,Toulouse,,,"(43.5623471901, 1.40025512631)",RUE PAUL GAUGUIN,GAUGUIN (RUE PAUL GAUGUIN),Sud,oui,,31555,Piste cyclable ou partagee,261,RC,piste cyclable,,,Point,"(1.40025512631, 43.5623471901)",MultiLineString,"[(1.398821765668305, 43.56242209080858), (1.399503643478319, 43.56210543333306), (1.40035959919645, 43.56244744850885), (1.400611931465658, 43.56253563155794), (1.401739501841159, 43.562314265676086)]",,
reseau-cyclable-et-vert,a955bdf5afae54c9b76a2e6d5543a3bc2929e8b7,2021-10-06 00:01:14.899+02:00,Balma,,,"(43.6109632505, 1.5153857576899998)",ESP ALBERT SCHWEITZER,SCHWEITZER (ESP ALBERT SCHWEIT,Est,oui,,31044,Piste cyclable ou partagee,329,RC,piste cyclable,,,Point,"(1.5153857576899998, 43.6109632505)",MultiLineString,"[(1.514853432465272, 43.60956068191094), (1.514968374363702, 43.60965311664524), (1.515003724418147, 43.609732917868904), (1.515381735244853, 43.61094537899509), (1.5156463036247532, 43.6117848111189), (1.515844075764532, 43.61241437573816)]",,
reseau-cyclable-et-vert,cdaa2395e4c7cb3f7905d4cedd373295f130c5b4,2021-10-06 00:01:14.899+02:00,Toulouse,,,"(43.6526571477, 1.44130388297)",RUE CHARLOTTE DELBO,DELBO (RUE CHARLOTTE DELBO),Nord,oui,,31555,Piste cyclable ou partagee,137,RC,piste cyclable,,,Point,"(1.44130388297, 43.6526571477)",MultiLineString,"[(1.441452237449091, 43.6532643098617), (1.441454295885103, 43.6526559747985), (1.44130308328089, 43.65246660909039), (1.440871544202921, 43.65220756041135)]",,
reseau-cyclable-et-vert,89dd3653618f885b95a23fc712ec2eb977d2d13a,2021-10-06 00:01:14.899+02:00,Toulouse,,,"(43.6476934387, 1.45394905636)",,,Nord,,,0,,179,RC,piste cyclable,,,Point,"(1.45394905636, 43.6476934387)",MultiLineString,"[(1.453264728417244, 43.64710940673681), (1.45332379092503, 43.647139154698365), (1.453410247079857, 43.64718954001062), (1.453440677015701, 43.6472478633314), (1.4534624654698232, 43.64733213244534), (1.453460924149892, 43.64739292341874), (1.453524509828826, 43.64755883581271), (1.453597903049638, 43.64765248188117), (1.4536839198551021, 43.64772023531288), (1.453755312981527, 43.64773566874833), (1.4548320252983291, 43.64805122036867)]",,
reseau-cyclable-et-vert,c082d02f6c682f8d77f837f30b38c748a7a4ff9e,2021-10-06 00:01:14.899+02:00,Cornebarrieu,TM,,"(43.6582266893, 1.31355779522)",,,Ouest,oui,,31150,Réseau vert,308,RV,réseau vert,,,Point,"(1.31355779522, 43.6582266893)",MultiLineString,"[(1.315249903929625, 43.65768541447043), (1.314841754645896, 43.65784985403294), (1.314716421916539, 43.65786390513276), (1.314580009260711, 43.65787874894704), (1.314477324388048, 43.65790935030996), (1.313810731576225, 43.65817677355697), (1.313224389949067, 43.65839950102881), (1.313000087076847, 43.658484521156076), (1.312864124440327, 43.658452911537886), (1.312740556574033, 43.65841095326261), (1.31269069822392, 43.65846496998509), (1.312652715781066, 43.65849695446763), (1.312583245170496, 43.65852979944973), (1.3125196064445461, 43.65853789531764), (1.312325163906218, 43.658553168442886), (1.312231332366773, 43.65855326707476), (1.31215829102584, 43.65855736893419), (1.312086304102021, 43.6585688465272), (1.312041963545355, 43.65858843531704), (1.311996815885781, 43.65862589296462), (1.311999950035907, 43.65867133620477), (1.312025369775955, 43.658708465841826), (1.311984554803242, 43.65873269729246)]",,
reseau-cyclable-et-vert,0683bdc08172691f38f8901e68f6341141a3f48f,2021-10-06 00:01:14.899+02:00,Toulouse,,,"(43.6036496283, 1.45644919844)",,,Centre,oui,,0,Piste cyclable ou partagee,39,RC,piste cyclable,,,Point,"(1.45644919844, 43.6036496283)",MultiLineString,"[(1.456208933431522, 43.60364250209547), (1.456689463456825, 43.60365675440881)]",,
reseau-cyclable-et-vert,74de509a4644fa746736d1142d7b89d0ee67dbcb,2021-10-06 00:01:14.899+02:00,Castelginest,TM,,"(43.6853640656, 1.43466535532)",,,Nord,oui,,31116,Reseau vert,487,RV,reseau vert,,,Point,"(1.43466535532, 43.6853640656)",MultiLineString,"[(1.431689866757754, 43.68563765280933), (1.431776592557221, 43.685592929711355), (1.431931863996058, 43.685584707850595), (1.432232027065191, 43.685565341270284), (1.432638047154915, 43.68552884142118), (1.432987769700426, 43.685507976246704), (1.433529562680214, 43.68545930940336), (1.43432166150941, 43.68541168726699), (1.434896112671498, 43.685358544248245), (1.435270517220221, 43.68534354401936), (1.435780911043665, 43.685302185820504), (1.4358640816497141, 43.685233779361276), (1.4372802135148, 43.68512959262003), (1.437641776833627, 43.6851012377208)]",,
reseau-cyclable-et-vert,85594d33b9ebb3f60223a40b1e7c869421f517b3,2021-10-06 00:01:14.899+02:00,Toulouse,,,"(43.6077003589, 1.36443074847)",,,Ouest,oui,,0,piste cyclable ou partagee,38,RC,piste cyclable,,,Point,"(1.36443074847, 43.6077003589)",MultiLineString,"[(1.364510180757234, 43.6078619995045), (1.364361202454474, 43.60755786681348), (1.364345487206529, 43.60754300818801)]",,
reseau-cyclable-et-vert,7ea54da583ca3595867c886bc9ea356ce1871a31,2021-10-06 00:01:14.899+02:00,Castelginest,,,"(43.6982253463, 1.43057109711)",,,Nord,oui,,0,piste cyclable ou partagee,271,RC,voie verte,,,Point,"(1.43057109711, 43.6982253463)",MultiLineString,"[(1.431002369247588, 43.69934545798685), (1.4308605197738251, 43.69916497622389), (1.430922758414822, 43.69879594866115), (1.430141982322604, 43.697714011319526), (1.430572429241416, 43.697154409688046)]",,
reseau-cyclable-et-vert,bc66fc48971d8ab239a2a486c5b860e7af55d26b,2021-10-06 00:01:14.899+02:00,Castelginest,,,"(43.6980413914, 1.43061404504)",,,Nord,oui,,0,piste cyclable ou partagee,32,RC,voie verte,,,Point,"(1.43061404504, 43.6980413914)",MultiLineString,"[(1.430442368249712, 43.69810921276834), (1.4307857218205111, 43.697973569975325)]",,
reseau-cyclable-et-vert,9ea5df410259a7109271aa009c3a2fe106f8c108,2021-10-06 00:01:14.899+02:00,Caste,,,"(43.6897589803, 1.4373841137699999)",,,Nord,oui,,0,piste cyclable ou partagee,178,RC,voie verte,,,Point,"(1.4373841137699999, 43.6897589803)",MultiLineString,"[(1.438269733863659, 43.69015015519187), (1.437017855034303, 43.689504051937895), (1.436793648871627, 43.68967958247278), (1.4365945791256252, 43.68955998049755), (1.436512205760801, 43.68957374839289)]",,
reseau-cyclable-et-vert,cb0fa8abe2a2de0fb72a5f4fc4ba49e1b6efe58d,2021-10-06 00:01:14.899+02:00,Castelginest,,,"(43.6869427146, 1.45057427464)",,,Nord,oui,,0,piste cyclable ou partagee,52,RC,piste cyclable,,,Point,"(1.45057427464, 43.6869427146)",MultiLineString,"[(1.4508754234975632, 43.68699706628828), (1.45075005101964, 43.68700282767705), (1.450601645843396, 43.68696364302741), (1.450281019642886, 43.68684349981884)]",,
reseau-cyclable-et-vert,bd05daf8c70ba4b52a370d32ab3b641bb2bfd8c5,2021-10-06 00:01:14.899+02:00,Toulouse,TM,lombard - blanchers,"(43.6013806859, 1.43976498656)",place de la daurade,DAURADE,Centre,oui,,31555,Piste cyclable ou partagee,26,RC,piste cyclable,enrobe,,Point,"(1.43976498656, 43.6013806859)",MultiLineString,"[(1.4397533380165601, 43.601496329313015), (1.439781710270585, 43.60142748589197), (1.439762559548322, 43.60131569167278), (1.4397320287980921, 43.601268143163836)]",,
reseau-cyclable-et-vert,b29ddd3bc6e16e3b2b51b1c302573177c8d322fa,2021-10-06 00:01:14.899+02:00,Labège,,,"(43.551978343, 1.50960520581)",,,,non,,0,piste cyclable ou partagee,1315,RC,voie verte,,,Point,"(1.50960520581, 43.551978343)",MultiLineString,"[(1.504499671668345, 43.556220332897894), (1.504707520602719, 43.555916435140475), (1.504879356195538, 43.55567238320191), (1.505252281137524, 43.55540077739111), (1.50567478306953, 43.55507955151461), (1.506133175879474, 43.55470350288837), (1.506626106715356, 43.55432789724329), (1.507205134688683, 43.55382272552961), (1.50750562878288, 43.553685880120184), (1.5077572405719502, 43.55374325180183), (1.5078911496740441, 43.55374614856184), (1.508023146997671, 43.55371769757472), (1.508128740041114, 43.55363864326618), (1.508212737368856, 43.553556537194154), (1.5081290669693042, 43.55334211073523), (1.508027264337529, 43.55318437384936), (1.508112887781412, 43.5531559394686), (1.508270509920155, 43.55292677612629), (1.50936361554983, 43.55202614980116), (1.5100400399303622, 43.551492064882794), (1.51136571320968, 43.55040342891395), (1.5129740163165142, 43.54905706185193), (1.5134474216383191, 43.54891237544319), (1.513635283808827, 43.548859506170835), (1.51398226099191, 43.548798633824205), (1.514160644779924, 43.54885118933948), (1.5143335920553511, 43.548843362244135), (1.514499985552556, 43.54882037159203), (1.51457707764588, 43.54877612979557), (1.514662651821782, 43.54866665771454), (1.514741209344992, 43.548562120463046), (1.5147241476412372, 43.54841112004291), (1.51469229453814, 43.548300135842815), (1.514610865428054, 43.54823877612858), (1.514584580367738, 43.54818315257689), (1.514551628211312, 43.54811738939369)]",,
reseau-cyclable-et-vert,16cd9aee54a7bc767db0914fc445f2e35e7c2ed9,2021-10-06 00:01:14.899+02:00,Pibrac,TM,,"(43.639791274, 1.26492896396)",,,Ouest,oui,,31417,Reseau vert,558,RV,reseau vert,,,Point,"(1.26492896396, 43.639791274)",MultiLineString,"[(1.262123913458004, 43.64128458581304), (1.263305303853961, 43.640574819174105), (1.263867600541512, 43.64016857017786), (1.264146570479496, 43.640014151204554), (1.265948231652585, 43.639293199076825), (1.266239116439369, 43.639200387574384), (1.267844745463979, 43.63851161199567)]",,
reseau-cyclable-et-vert,c60b1cb5eeb738662eba19a6c3d9af3e0e871b73,2021-10-06 00:01:14.899+02:00,Pibrac,TM,,"(43.6317342894, 1.30276146325)",,,Ouest,oui,,31417,Reseau vert,979,RV,reseau vert,,,Point,"(1.30276146325, 43.6317342894)",MultiLineString,"[(1.3071231417089582, 43.63291091097585), (1.306885220045761, 43.63288414918613), (1.306741319398134, 43.632844048014555), (1.306515609453456, 43.63278901262892), (1.30605046501262, 43.63279518915665), (1.305309210819851, 43.63302498151068), (1.304934378738227, 43.63315686871278), (1.304544901818075, 43.633231851004155), (1.30404360142551, 43.633294459339076), (1.30358416902546, 43.63327134887372), (1.303183423465446, 43.633169295496984), (1.302824861342895, 43.63303829361234), (1.30246256289155, 43.632822105841534), (1.302237002777842, 43.63260810982629), (1.302019549146801, 43.63230240993231), (1.3017971746545332, 43.631904890481785), (1.3015886841586561, 43.631683478932125), (1.301323684403365, 43.63149088233977), (1.301146731490313, 43.63125367454438), (1.301037708432086, 43.631080480549564), (1.300670143657696, 43.63071852995662), (1.300419037474527, 43.63040116712868), (1.300362722343313, 43.63019344618008), (1.300503275432687, 43.629524858743544), (1.30067928982353, 43.629289932546875), (1.300675625384872, 43.62912526860253), (1.3002551871873211, 43.62828313628692), (1.300242779672862, 43.62817232494139)]",,
reseau-cyclable-et-vert,02e903e452084cc7eb5f00b6578ec151f0ec6be3,2021-10-06 00:01:14.899+02:00,Cugnaux,TM,,"(43.5330621212, 1.35353304081)",,,Sud,oui,,31157,Piste cyclable ou partagee,147,RC,piste cyclable,,,Point,"(1.35353304081, 43.5330621212)",MultiLineString,"[(1.352738290133659, 43.53335840089183), (1.352845566248936, 43.53331959545415), (1.352848743814381, 43.533284616458985), (1.353233075287653, 43.53316306822255), (1.353846521152273, 43.532947948419206), (1.354118436843325, 43.53286137439325), (1.354359870630788, 43.53280954082974)]",,
reseau-cyclable-et-vert,6fc2048b0d13365581af4b10be848c75f164cc70,2021-10-06 00:01:14.899+02:00,Colomiers,TM,,"(43.6114637329, 1.34584094311)",,,Ouest,oui,,31149,Piste cyclable ou partagee,1002,RC,piste cyclable,,,Point,"(1.34584094311, 43.6114637329)",MultiLineString,"[(1.340740832533851, 43.613868944965986), (1.341229880608431, 43.613727640765816), (1.341558991823625, 43.613592637730775), (1.341796808464728, 43.61349361463352), (1.341985998925392, 43.61339309426831), (1.342270089003253, 43.613145806810984), (1.342530109843097, 43.61293615345821), (1.342754126589843, 43.61277727442374), (1.343003407276812, 43.612586448795874), (1.343443759632309, 43.61233863791289), (1.344075188442257, 43.612032892629884), (1.344779923817599, 43.61170318633989), (1.344980708197997, 43.61160938459869), (1.3451783781479691, 43.611468247655914), (1.345440979158382, 43.61133713945375), (1.345622115923046, 43.611250732772916), (1.345720294597813, 43.611376482426046), (1.345841345740706, 43.6113009044657), (1.345986127184374, 43.61128608726045), (1.346073797438595, 43.61126036098784), (1.346501905448588, 43.611042707392784), (1.346910263566873, 43.610838125974915), (1.347318602031176, 43.610634488123), (1.347895534388992, 43.61039353021882), (1.348686580229506, 43.61011753665602), (1.3488871256256, 43.61003791820414), (1.3491392914284122, 43.60998618639494), (1.349345436059969, 43.60996149229445), (1.349565533120981, 43.60995868050252), (1.349809151861448, 43.60995134089463), (1.350721812823445, 43.6099592895659), (1.350919689339543, 43.609961957604135), (1.351025152100704, 43.60996287682046), (1.351072641113727, 43.60992544292982), (1.35103874724913, 43.60979256120297)]",,
